,hor_1_3,hor_1_5,hor_1_6,hsat2_1_3,hsat3_1_1,bsat_1_1,hsat3_1_3,hsat2_1_6,hsat2_2_5,hor_2_2,mon_3_1,dhor_3_2,hor_3_1,hor_3_2,hsat1_3_1,hsat1_3_2,hsat3_3_1,censat_3_4,hor_3_4,hsat3_4_2,hor_4_1,hsat1_4_2,hor_4_2,hsat1_4_3,hor_4_3,hor_4_4,mon_5_1,hor_5_2,hor_5_5,hsat3_5_1,hor_5_6,hor_5_8,mon_5_5,hor_6_1,dhor_6_1,mon_7_3,hsat3_7_6,mon_7_4,hor_7_1,mon_7_6,hor_7_2,mon_7_7,mon_8_1,hor_8_2,hor_9_1,hsat3_9_2,bsat_9_5,hsat3_9_3,hsat3_10_1,hsat3_10_2,mon_10_1,hor_10_1,hor_10_2,hor_10_3,mon_10_2,hsat3_10_3,hsat3_10_4,hsat2_10_3,mon_11_1,mon_11_3,hor_11_2,mon_11_4,gsat_12_2,mon_12_2,hor_12_2,dhor_12_8,mon_12_6,hsat1_13_1,hsat3_13_2,bsat_13_4,hsat3_13_6,censat_13_13,hsat3_13_7,mon_13_2,hsat3_13_12,censat_13_21,hsat1_13_6,hor_13_3,censat_14_1,censat_14_3,bsat_14_1,hsat3_14_2,hsat3_14_3,bsat_14_5,hsat3_14_7,bsat_14_8,hsat3_14_9,bsat_14_9,hsat3_14_10,mon_14_9,hsat3_14_20,mon_14_11,hsat3_14_21,mon_14_13,hor_14_3,censat_14_47,bsat_15_1,hsat3_15_2,hsat1_15_1,hsat3_15_3,censat_15_7,bsat_15_5,hsat1_15_3,hsat3_15_7,mon_15_1,mon_15_7,hsat3_15_12,hor_15_1,mon_15_11,hor_15_2,hor_15_3,mon_16_1,mon_16_2,hor_16_2,mon_16_6,hsat2_16_15,hsat3_17_1,hsat3_17_2,hsat3_17_4,hor_17_1,hor_17_2,hsat3_17_5,hor_18_1,hor_18_3,hor_18_5,mon_19_2,hor_19_2,hor_19_4,hor_19_8,mon_19_5,hor_20_1,hor_20_2,hor_20_3,mon_20_4,mon_20_5,hor_20_4,mon_20_9,mon_20_15,hsat3_20_3,censat_21_1,bsat_21_1,hsat3_21_2,hsat1_21_1,hsat3_21_3,hsat3_21_4,bsat_21_7,hsat3_21_5,hsat3_21_6,hsat3_21_8,mon_21_2,hsat3_21_14,hsat3_21_17,hsat1_21_4,hor_21_3,censat_22_1,bsat_22_1,hsat3_22_2,hsat1_22_1,hsat3_22_3,censat_22_7,bsat_22_6,hsat1_22_2,hsat3_22_8,hsat3_22_9,bsat_22_8,hsat3_22_10,hsat3_22_11,hor_22_2,bsat_22_12,hor_22_6,hsat3_22_15,hsat3_22_17,hsat3_22_19,mon_22_7,hsat3_22_20,mon_22_9,hor_22_9,censat_22_49,mon_X_5,hor_X_1,mon_X_6,bsat,censat,ct,dhor,gsat,hor,hsat1,hsat2,hsat3,mon,centro,kmers
hsat2_10_3,0,0,0,3547,0,0,0,6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107560,107560,107560,107560,107560,107560,107560,107560,107560,107560,107560,107570
mon_11_1,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,44,0,3,14,0,62,0,46,0,72,22,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,223955,46,0,966,0,10,0,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,38,25,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,67,225318,225318,226293,225396,225318,225341,225318,225318,225318,225318,226403,227610
mon_11_3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,20,0,0,21,0,7,0,7,0,26,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,46,382535,0,14,0,8,0,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,0,0,7,13,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,45,387384,387384,387384,387553,387384,387384,387384,387384,387384,387384,387562,387593
hor_11_2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317791,317791,317791,317791,317791,317791,317791,317791,317791,317791,317791,317822
mon_11_4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,18,0,7,0,10,0,46,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,966,14,0,414523,0,6,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,415667,415667,415667,415708,415667,415672,415667,415667,415667,415667,415714,415714
gsat_12_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119811,119811,119811,119811,119811,119811,119811,119811,119811,119811,119811,119811
mon_12_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,6,0,150724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150751,150751,150751,150751,150751,150751,150751,150751,150751,150751,150751,150751
hor_12_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,282470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282502,282502,282502,282568,282502,282502,282502,282502,282502,282502,282568,282611
dhor_12_8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,1,0,7,0,7,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,36,0,0,0,0,0,133123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,133176,133176,133176,133176,133176,133186,133176,133176,133176,133281,133301,133301
mon_12_6,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,42,0,0,54,0,30,0,30,0,33,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,56,41,0,14,0,0,0,3,384170,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,21,0,0,0,0,0,0,0,0,0,0,22,40,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,18,40,0,23,5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,31,0,0,23,0,23,384546,384546,384546,384559,384546,384554,384546,384546,384546,384546,384567,384578
hsat1_13_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15749,65325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63007,0,0,0,0,0,0,0,0,0,42,0,0,0,0,120804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753092,753092,753092,753092,753092,753092,753092,753092,753092,753092,753092,753092
hsat3_13_2,0,0,0,0,49,0,15,0,0,0,0,0,0,0,0,0,77328,0,0,15340,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,17,0,310,0,0,0,0,0,0,0,74,54,0,0,0,0,0,0,0,0,0,0,0,8707,0,57,0,13951,0,0,0,0,0,0,0,0,2,56446,0,42,0,13,0,60,0,8,0,0,0,0,0,0,2,0,48381,0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,6,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,16,0,128690,50,0,13,70,20,0,0,0,0,0,0,0,19,0,48492,0,0,0,57,8829,0,47,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,143001,143001,143001,143001,143001,143001,143001,143001,143001,143001,143001,143040
bsat_13_4,0,0,0,0,0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,0,1800,0,0,135666,0,2040,0,3610,0,0,0,0,0,0,0,0,1850,0,0,0,0,157036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,0,0,0,0,3238,0,0,0,0,0,0,0,0,0,2203,0,0,0,0,5237,0,0,0,1325,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,166074,166074,166074,166074,166074,166074,166074,166074,166074,166074,166074,167014
hsat3_13_6,0,0,0,0,233,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,162,0,367,0,0,0,0,0,0,0,159,75,0,0,0,0,0,0,0,0,0,0,0,57,0,132988,0,27,0,14,0,0,0,0,0,0,76,0,0,5709,0,28,0,26,0,26,0,0,0,0,0,0,63,0,8,0,0,0,33,0,0,21,0,0,0,0,0,0,0,0,0,6,99,35,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,125,0,11,0,0,46,1150,208,0,0,0,0,0,0,0,137,0,7,0,0,0,1163,26,0,34,0,0,0,0,0,121,0,0,1,0,0,0,0,0,0,141114,141114,141114,141114,141114,141114,141114,141114,141114,141114,141114,141119
censat_13_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11865,11865,33445,11865,11865,11865,11865,11865,11865,11865,33445,33933
hsat3_13_7,0,0,0,0,15,0,167,0,0,0,0,0,0,0,0,0,11908,0,0,39254,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,13951,0,27,0,47604,0,0,0,0,0,0,0,0,0,10107,0,85,0,0,0,77,0,0,0,5,0,0,0,0,21,0,12004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,0,13956,239,0,17,4,24,0,2,31,0,0,0,0,0,0,12096,0,0,0,0,9799,0,75,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,96037,96037,96037,96037,96037,96037,96037,96037,96037,96037,96037,96037
mon_13_2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,20,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,25,0,0,0,0,0,0,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87072,0,17352,0,551,0,0,0,0,0,0,0,0,0,0,29868,17,0,74,1727,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,1,43,0,119,1847,0,0,0,0,0,0,0,0,0,0,0,113142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16818,0,630,0,0,21,0,4,118249,118249,118249,118249,118249,118355,118249,118249,118249,118249,118355,118381
hsat3_13_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9392,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,31,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,12,2,0,0,11,25,0,97338,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,4,0,0,0,0,0,0,110337,110337,110337,110337,110337,110337,110337,110337,110337,110568,110568,110642
censat_13_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28070,28070,28207,28070,28070,28070,28070,28070,28070,28070,28207,28280
hsat1_13_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12745,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136162,136162,136162,136162,136162,136162,136162,136162,136162,136162,136162,136163
hor_13_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35395,35395,35395,35395,35395,35395,35395,35395,35395,35395,35395,35395
censat_14_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20118,20118,20956,20118,20118,20118,20118,20118,20118,20118,20956,21321
censat_14_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42131,42131,43797,42131,42131,42131,42131,42131,42131,42131,43797,43815
bsat_14_1,0,0,0,0,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,37917,0,0,1708,0,1776,0,2647,0,0,0,0,0,0,0,0,53816,0,0,0,0,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100823,0,0,0,0,2471,0,0,0,0,0,0,0,0,0,123738,0,0,0,0,1959,0,0,0,8412,0,0,0,2383,0,0,0,0,0,0,0,0,0,0,0,0,169533,169533,169533,169533,169533,169533,169533,169533,169533,169533,169533,170464
hsat3_14_2,0,0,0,0,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,80,0,245,0,0,0,0,0,0,0,46,31,0,0,0,0,0,0,0,0,0,0,0,2,0,76,0,0,0,0,0,0,0,0,0,0,117111,0,0,40,0,6,0,0,0,0,0,11,0,0,0,0,3484,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,3344,0,2,4,0,0,73,184,0,5,0,0,0,0,0,3416,0,0,0,0,0,50,0,0,4,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,123323,123323,123323,123323,123323,123323,123323,123323,123323,123323,123323,123323
hsat3_14_3,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,67003,0,0,11323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10,0,124,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,56446,0,0,0,10107,0,0,0,0,0,0,0,0,0,24186,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,39502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,56078,121,0,8,0,0,0,0,5,0,0,0,0,0,0,39925,0,0,0,3,4345,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104448,104448,104448,104448,104448,104448,104448,104448,104448,104448,104448,104487
bsat_14_5,0,0,0,0,0,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135666,0,0,0,0,0,0,0,0,0,0,1708,0,0,27577,0,1978,0,3618,0,0,0,0,0,0,0,0,1806,0,0,0,0,132776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,0,0,0,0,3263,0,0,0,0,0,0,0,0,0,2109,0,0,0,0,5184,0,0,0,1260,0,0,0,2363,0,0,0,0,0,0,0,0,0,0,0,0,166020,166020,166020,166020,166020,166020,166020,166020,166020,166020,166020,166954
hsat3_14_7,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,249,0,429,0,0,0,0,0,0,0,143,68,0,0,0,0,0,0,0,0,0,0,0,42,0,5709,0,85,0,7,0,0,0,0,0,0,40,0,0,139355,0,22,0,18,0,7,0,5,0,0,0,0,67,0,5,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,27,118,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,56,0,26,0,0,51,1122,207,0,2,18,0,0,0,0,157,0,27,0,0,0,1396,37,0,37,20,0,0,0,7,85,0,0,0,0,0,0,0,0,0,148138,148138,148138,148138,148138,148138,148138,148138,148138,148138,148138,148142
bsat_14_8,0,0,0,0,0,3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,1776,0,0,1978,0,216062,0,3348,0,0,0,0,0,0,0,0,2024,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,0,0,0,0,2968,0,0,0,0,0,0,0,0,0,2195,0,0,0,0,3492,0,0,0,1561,0,0,0,35868,0,0,0,0,0,0,0,0,0,0,0,0,256161,256161,258702,256161,256161,256161,256161,256161,256161,256161,258702,260623
hsat3_14_9,0,0,0,0,50,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,31,0,123,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,13,0,28,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,127971,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,5,0,14,0,0,3077,32,82,0,0,0,0,0,0,0,4,0,5,0,0,0,17,0,0,13,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,131313,131313,131313,131313,131313,131313,131313,131319,131313,131313,131319,131326
